lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
20,0,156.0,5,5,4,1,0,0,3,0
27,0,76.45774101897719,10,16,2,2,0,0,0,0
4,0,130.4183835621987,8,17,4,1,2,0,0,0
13,0,145.0,7,8,4,1,0,0,0,0
131,0,114.72759504263945,6,13,4,3,1,0,0,0
183,0,152.15,9,4,4,2,2,1,0,0
99,1,95.29959493567875,4,11,4,2,0,0,1,0
91,0,177.7884847503855,6,13,4,2,0,0,4,0
34,0,159.3,3,25,4,1,0,0,3,0
8,0,82.88076377171978,2,19,2,1,0,0,0,0
14,0,89.0,6,22,4,1,0,3,0,0
121,0,67.28418918511943,10,16,3,3,2,0,0,0
139,0,124.09416131929328,5,20,4,1,1,0,3,0
194,0,132.3930254218985,8,19,4,2,1,0,3,0
100,0,185.57328687547712,5,28,4,3,0,0,5,0
191,0,101.82873330686473,7,25,3,3,1,0,0,0
102,0,101.5,10,16,3,2,0,1,0,0
43,0,106.67838488662161,3,4,3,0,1,1,0,0
151,0,101.4072716125493,7,12,4,5,1,0,0,0
103,0,124.35253844238902,5,4,4,3,0,0,3,0
32,0,149.4,4,25,4,1,0,0,3,0
325,1,67.58199968569224,10,23,3,3,0,2,0,0
14,0,179.51457016163235,7,17,4,2,2,0,1,0
14,0,89.20979994186752,3,16,4,1,2,2,0,0
32,1,143.99219358517212,9,27,4,1,0,0,3,0
17,1,129.0,9,26,4,0,0,3,0,0
116,0,121.95674482843808,7,18,3,4,1,0,2,0
265,1,115.0,6,24,3,2,0,1,0,0
43,0,75.15797661083195,9,8,4,2,0,3,0,0
62,0,96.23,9,4,4,2,2,0,1,0
66,0,88.95910800501298,4,2,4,1,2,0,0,0
44,0,107.14033287390475,6,18,4,2,1,0,0,0
73,0,205.48534745450837,7,13,4,1,0,0,5,0
384,1,84.0382044277853,10,23,4,0,1,0,0,0
9,0,156.10016991054823,5,4,4,1,0,0,3,0
41,0,180.58020419115923,9,4,4,2,1,0,5,0
236,0,97.25088815823852,8,17,3,2,0,0,2,0
31,1,172.62379016218537,10,4,4,4,1,0,3,0
21,0,138.25343335674805,5,2,4,2,1,1,0,0
207,0,90.95,7,29,4,3,1,0,0,0
7,0,108.66290041721793,5,9,4,2,0,0,2,0
18,0,138.7336911373707,5,7,4,1,1,0,3,0
102,0,167.73891283334316,8,12,4,3,0,0,3,0
22,0,139.83862179619805,9,21,4,1,0,0,0,0
160,0,74.10544396055231,10,14,3,3,1,1,0,0
105,0,75.34263877846263,4,6,4,1,0,0,0,0
43,0,135.28491505223806,4,26,2,2,2,0,3,0
193,0,90.28335703986787,11,18,4,1,1,0,0,0
44,0,99.76947409419179,11,1,4,2,0,0,0,0
100,0,74.64655703194336,3,15,4,3,0,0,0,0
80,0,93.6,11,12,4,0,1,0,0,0
81,1,75.22002256205022,5,25,4,0,1,0,0,0
21,0,95.0,4,19,4,1,0,0,0,0
284,0,82.67464899104738,10,16,4,2,1,0,0,0
208,0,89.32939717111836,5,2,4,3,1,0,0,0
177,1,127.59381509867606,8,10,4,2,0,0,0,0
58,1,132.6447151151881,9,10,4,2,1,0,2,0
110,2,205.5054327040526,8,20,4,4,1,0,5,0
67,0,116.1,5,11,4,2,0,3,0,0
74,0,78.47735296902212,3,17,4,2,1,0,0,0
177,0,162.9,10,27,4,2,1,0,5,0
40,0,70.17348434975412,2,11,4,2,1,3,0,0
157,0,104.74831770668338,7,18,4,1,0,0,0,0
236,0,89.31750905287282,9,2,4,1,0,0,0,0
23,0,86.16207186836755,8,25,4,2,1,0,0,0
91,1,71.71472572161068,11,27,4,0,1,1,0,0
44,0,161.09674014785637,9,30,4,2,0,0,3,0
247,0,90.95,10,25,4,3,0,0,0,0
158,0,90.64322002702552,5,29,4,3,1,0,0,0
230,0,111.0,9,6,3,5,0,0,0,0
142,0,141.83571164852256,8,18,4,3,0,0,3,0
157,0,117.91700930708168,9,5,4,1,1,0,0,0
41,0,149.81069333144018,7,28,4,2,0,0,3,0
14,0,90.68227410777354,2,7,4,2,2,0,0,0
171,0,95.06259217398117,8,14,4,2,1,3,0,0
189,0,90.90790956454856,10,3,4,3,0,0,0,0
100,0,100.26618824191787,9,27,3,3,0,0,0,0
131,0,105.61243244468537,7,3,4,4,0,0,0,0
4,0,142.92478877035632,6,20,4,2,1,0,2,0
91,1,107.35856870316455,10,6,4,1,0,1,0,0
11,1,76.43771523059107,11,25,4,2,2,3,0,0
10,0,128.5447349283612,5,16,4,2,0,2,0,0
33,0,115.57556365414224,3,16,4,0,0,2,0,0
32,0,191.18062819507267,7,26,4,2,2,0,3,0
256,0,89.35347747512837,8,4,3,4,0,0,0,0
70,0,140.23899433665122,5,12,4,2,1,0,3,0
155,0,131.09393418970748,7,20,4,2,1,0,3,0
19,0,85.0,3,8,4,2,0,2,0,0
258,0,89.22617735239785,10,4,3,4,0,0,0,0
92,1,149.3969058702261,8,1,4,3,0,0,0,0
162,0,94.5,7,22,4,2,0,3,0,0
120,0,89.49631398260435,4,2,4,3,1,2,0,0
116,0,106.5472894334832,5,5,4,2,0,0,0,0
96,0,130.81994468805706,5,18,4,4,0,2,0,0
35,0,72.86352180259296,2,12,4,1,0,0,0,0
275,0,162.50523795820317,10,3,4,2,0,0,4,0
58,0,79.14467939996265,10,23,4,2,0,3,0,0
156,0,151.2,10,6,4,2,0,0,3,0
5,0,120.65292834443848,8,20,4,1,0,0,0,0
206,0,102.27532757030133,6,30,4,3,1,0,3,0
73,0,114.91546741686106,6,31,4,1,0,2,0,0
56,0,177.3,4,16,4,1,2,0,5,0
187,0,90.14132538176668,7,27,4,5,2,0,0,0
39,0,122.24872365721184,5,21,4,1,0,0,0,0
100,1,93.33391817341933,11,2,4,2,1,0,0,0
212,1,141.8702939142199,9,8,4,2,0,0,0,0
109,0,149.43576027735713,8,20,4,4,1,0,3,0
164,0,77.776303444511,7,25,4,3,0,0,0,0
176,0,112.97465101169182,8,8,3,4,1,0,2,0
121,1,77.2121954529181,11,14,4,2,0,3,0,0
8,0,90.66368727249504,4,12,4,5,2,0,0,0
178,0,110.86137537863301,7,30,4,2,0,0,0,0
35,0,116.65992808695398,6,28,4,2,0,0,0,0
116,0,71.24161465045188,5,25,3,2,1,0,0,0
58,0,159.3,6,1,4,3,0,0,3,0
55,0,135.43718669280236,9,10,4,0,1,0,0,0
145,1,76.5,7,8,4,1,2,0,0,0
46,1,78.4530626078886,11,11,4,2,0,3,0,0
63,1,149.4,9,8,4,2,0,0,3,0
119,0,112.43760428546848,5,28,4,1,0,0,0,0
17,0,69.02553916254892,11,18,2,1,0,0,0,0
141,0,146.7,8,11,4,2,0,0,3,0
3,0,95.0,8,11,0,1,0,0,1,0
137,0,88.46414791229877,8,28,4,4,0,0,0,0
155,0,109.94541397923051,7,10,4,1,0,0,0,0
186,1,165.93012974372147,7,3,4,3,1,0,2,0
111,0,133.48201272913607,5,8,4,2,0,0,2,0
66,0,79.72962681145331,3,25,3,1,1,0,0,0
93,0,76.5,7,13,4,3,0,0,0,0
3,0,133.25012305628152,3,24,4,1,0,2,0,0
123,0,136.75712170610672,9,9,4,1,1,0,1,0
2,0,132.24441564382144,3,24,4,0,0,1,0,0
275,0,94.98151310945637,6,12,4,1,0,0,0,0
150,0,116.41831804467687,8,19,4,1,2,0,3,0
94,0,76.5,4,15,4,2,1,2,0,0
52,0,75.42411534951474,11,3,4,2,1,3,0,0
112,0,120.3207018159941,6,1,3,2,0,0,0,0
56,0,94.5,6,19,4,2,1,0,0,0
32,0,169.52952523534222,7,12,4,2,1,0,0,0
102,0,114.19821821793275,8,4,3,3,1,0,0,0
29,0,149.2814552917917,4,11,4,3,0,0,3,0
101,0,95.5069562108332,6,17,3,1,0,0,0,0
4,0,146.08691655072275,2,23,4,8,1,0,2,0
183,0,100.72588648700106,9,4,4,3,0,0,0,0
9,0,221.0,5,10,4,2,0,0,5,0
11,0,79.0,2,12,4,1,1,3,0,0
1,0,104.17172610105584,9,12,4,1,0,0,0,0
159,0,144.0645885023242,8,19,3,2,1,0,0,0
88,0,75.40091525504319,6,12,4,2,0,0,0,0
0,0,264.1478964553848,7,8,4,1,1,0,5,0
137,0,103.00447007945552,8,2,4,5,1,0,0,0
81,1,122.64464352420185,10,21,4,3,2,0,3,0
6,0,115.42485164580191,3,28,4,2,2,0,3,0
146,0,90.92076215958313,7,26,4,2,1,0,0,0
50,0,63.75,3,6,4,4,2,3,0,0
3,0,89.01878061577091,3,7,4,1,0,3,0,0
54,0,101.77044973502176,9,10,4,1,1,1,0,0
97,0,101.97629218192996,9,16,3,2,0,0,2,0
60,0,77.73199482623706,3,17,4,2,1,2,0,0
251,0,93.39774191228537,9,25,3,3,0,0,0,0
206,1,127.35683057044513,6,8,4,4,1,0,2,0
121,0,121.63293390685068,6,10,3,1,0,0,0,0
253,0,72.78266541226778,12,29,4,3,2,3,0,0
209,0,80.45842296957719,8,29,4,2,1,3,0,0
207,0,89.34950393559839,5,3,3,1,0,0,0,0
90,0,135.35061384576807,8,2,4,2,0,0,0,0
0,0,264.9619267439558,6,8,4,1,1,0,5,0
183,1,104.71189460055662,10,4,4,2,0,0,0,0
179,0,112.1224348713242,8,2,4,5,2,0,2,0
225,0,112.81334335019349,9,2,4,2,1,2,0,0
191,0,136.21568846617964,8,21,4,2,1,0,3,0
63,1,76.24099150128292,10,17,4,3,1,2,0,0
217,0,169.55548839690397,8,7,4,4,2,0,5,0
64,0,105.3,7,20,4,2,2,0,0,0
130,0,114.3,5,5,4,3,0,0,3,0
72,0,89.56405852172502,4,5,4,1,0,0,0,0
24,0,151.93726421266882,5,14,4,1,2,0,0,0
203,0,90.0,5,29,3,1,2,0,0,0
305,0,75.32568059119046,10,21,4,2,0,0,0,0
21,0,118.99951413113098,5,22,4,1,0,0,0,0
22,0,127.20414466833577,6,20,4,2,0,0,0,0
24,0,118.96680768891754,9,25,4,1,1,2,0,0
119,0,86.91378806175803,4,29,4,1,1,3,0,0
33,0,98.31024812883261,5,25,4,0,0,3,0,0
119,0,84.4491979288636,3,27,4,2,1,0,0,0
185,1,99.45,7,9,4,4,0,0,1,0
34,0,64.94180942289974,6,19,2,1,0,0,0,0
12,0,110.37360565953406,9,19,2,2,0,0,1,0
151,1,138.88432549134788,8,3,4,2,0,0,0,0
182,0,122.4,10,5,4,3,0,0,3,0
198,0,98.74144559220997,8,8,3,3,0,0,0,0
98,0,150.3094074080911,8,23,4,4,0,0,3,0
18,0,100.56000642037215,6,30,4,1,0,0,1,0
112,0,61.36742764084051,2,24,3,6,2,0,0,0
35,0,86.65053679910552,2,9,4,4,0,0,0,0
78,0,103.95338629572856,6,20,3,0,0,2,0,0
276,0,91.59814780456622,10,5,3,3,0,0,0,0
136,0,94.5,8,21,3,1,1,1,0,0
67,0,117.423388866717,10,19,4,3,0,0,3,0
25,0,72.84995632922266,2,14,4,1,1,0,0,0
98,0,77.77564017685367,7,20,4,5,2,0,0,0
80,0,105.23606628390266,6,20,4,1,0,0,0,0
193,0,86.66976614042014,7,15,4,1,0,0,1,0
174,0,120.83378605203517,8,2,4,2,1,0,0,0
32,0,110.67547590935064,4,13,4,3,0,0,0,0
96,1,90.15996734966626,4,8,4,1,0,0,0,0
210,1,90.09283208479053,8,16,4,1,0,2,0,0
75,0,78.15,3,19,4,1,1,0,1,0
26,0,106.91556559306305,6,11,4,1,1,0,2,0
275,0,62.473749540007205,5,5,4,1,1,0,0,0
56,0,90.96623816892442,3,30,4,2,0,0,0,0
166,0,111.6553225073415,9,1,3,3,0,0,0,0
37,0,125.55,10,2,4,3,1,0,3,0
151,0,132.4830295930312,7,16,3,3,1,0,0,0
211,1,121.61326582643275,8,22,4,4,1,0,2,0
195,0,128.87098542834372,8,5,4,1,1,0,0,0
132,0,80.75,7,16,4,3,1,0,0,0
47,0,132.69854234182762,6,4,4,1,0,0,1,0
41,0,149.4,9,26,4,1,0,0,3,0
192,0,134.18480396291355,8,20,4,2,1,0,3,0
34,1,129.0,10,26,4,4,0,0,0,0
149,0,85.5,6,27,4,0,1,3,0,0
27,0,75.7596717176641,11,15,3,3,0,1,0,0
153,0,117.46675051263455,7,30,4,10,4,0,0,0
15,0,84.18396649769794,3,5,4,1,1,2,0,0
93,0,108.0,10,6,4,3,0,3,0,0
178,0,127.707550493056,7,29,4,3,1,0,1,0
54,0,140.02116335701982,8,2,4,2,1,0,3,0
18,0,136.7238145484071,5,8,4,2,1,0,3,0
116,0,131.74578256293287,8,2,4,3,1,0,0,0
153,1,121.26877911208015,7,7,4,3,1,0,3,0
52,0,63.75,3,9,4,4,2,2,0,0
19,0,139.0,7,3,4,4,1,3,0,0
179,0,103.714639802469,7,30,4,2,0,0,0,0
95,0,94.5,7,11,4,1,1,1,0,0
90,0,119.6894096542008,5,12,4,3,1,0,0,0
172,0,95.08968701132359,6,24,4,2,0,0,0,0
16,0,180.4853082872297,6,16,4,2,1,0,3,0
203,1,114.81985794591736,8,16,4,1,0,0,2,0
29,0,81.17014639746616,1,23,3,1,2,0,0,0
21,0,139.75900374200407,8,28,4,2,1,0,2,0
73,0,135.05748698561388,9,12,4,3,1,0,0,0
57,0,116.1,5,15,4,1,0,3,0,0
150,1,114.3,7,5,4,1,0,0,1,0
152,0,111.62806974949106,6,7,4,5,1,0,0,0
238,0,109.83005837670581,7,14,3,2,0,0,0,0
55,0,88.4,11,15,4,4,1,0,0,0
7,0,79.0,2,4,4,2,0,3,0,0
135,1,80.3608692713733,7,12,4,4,1,0,0,0
133,0,181.00520696539803,7,23,4,0,1,0,4,0
183,1,117.96773039592982,5,30,4,1,0,0,0,0
139,0,136.39687782898173,8,22,4,2,0,0,3,0
49,0,114.10475916319446,6,4,4,2,1,0,3,0
9,0,85.26356866012789,2,20,4,1,1,0,0,0
203,1,92.21955771047723,8,15,4,8,4,0,0,0
128,0,79.8314781709976,8,26,4,2,1,3,0,0
64,1,86.4,11,18,4,2,0,0,0,0
237,0,159.3,9,25,4,2,0,0,3,0
275,0,116.95818139335631,9,22,3,2,0,0,0,0
36,0,135.21126449946223,7,10,4,1,0,0,0,0
171,1,123.98598131025545,9,29,4,0,1,0,3,0
296,0,90.99917074406724,10,23,4,2,2,0,0,0
34,0,113.32461644606543,3,22,4,1,0,0,2,0
199,0,80.9186972986727,7,4,4,4,1,2,0,0
2,0,100.10903656805644,11,25,4,1,0,0,0,0
18,0,47.74894942823231,3,21,3,4,1,0,0,0
31,0,79.99637498541107,11,16,4,3,0,0,0,0
383,1,80.9351075775764,10,23,4,0,1,0,0,0
35,0,179.72010061568548,4,22,4,3,1,0,5,0
103,0,115.0,4,19,3,2,0,0,0,0
176,1,114.69345278650685,4,26,4,2,0,1,0,0
171,1,219.93454983884524,7,19,4,2,0,0,5,0
15,0,162.81956455926286,9,24,4,0,0,0,2,0
76,0,82.45,3,30,4,4,0,0,0,0
102,1,85.25744602375768,10,16,3,2,1,0,0,0
156,1,101.2526112248205,6,10,4,3,0,0,0,0
3,0,109.88285748735782,5,9,0,9,4,0,3,0
174,0,70.66432725845183,9,9,4,1,0,0,0,0
193,0,70.79312753435018,9,4,3,1,0,0,0,0
50,0,99.96466761007495,5,29,4,3,0,1,0,0
139,0,124.607862943356,6,18,4,2,1,0,3,0
165,0,72.22735557945771,7,2,3,4,1,0,0,0
13,0,136.0,6,12,4,2,1,0,3,0
195,0,98.57262676659266,8,5,4,1,1,3,0,0
225,1,92.44040204431245,11,30,4,3,1,0,2,0
192,0,102.0,9,25,3,3,2,0,0,0
55,0,75.69343098233115,11,11,4,3,1,3,0,0
28,0,117.57446602881159,3,26,4,2,1,3,0,0
64,0,73.95,2,11,4,2,2,0,0,0
51,0,98.27287739002489,4,5,4,0,0,0,0,0
20,0,116.1,10,2,4,1,1,3,0,0
223,0,73.53504198185054,9,29,4,3,2,3,0,0
122,0,97.27694155964811,4,29,4,1,1,0,0,0
181,1,90.9,10,28,4,1,0,0,0,0
213,0,105.2853326778046,9,8,4,2,1,0,0,0
181,2,128.11921532294673,7,26,4,1,0,0,0,0
183,0,99.41702370803014,8,9,4,3,0,0,0,0
92,0,229.28971095711535,7,23,4,3,1,1,5,0
50,0,52.02881626311373,3,6,4,7,3,0,2,0
154,0,104.39258742651516,6,6,4,2,0,2,0,0
179,1,123.41064931210964,7,30,4,4,2,0,0,0
189,0,110.25004088472832,9,28,4,4,1,0,1,0
149,0,118.90154902467742,7,19,4,1,2,0,3,0
30,0,67.44925328268042,10,22,3,3,0,0,0,0
10,0,93.15708452756694,2,25,3,2,0,0,0,0
8,0,200.72098305535914,4,7,4,6,2,0,5,0
205,0,111.28544573161271,9,26,4,5,1,0,0,0
158,0,114.56408110653577,8,13,3,1,0,0,0,0
154,0,112.32494800504176,6,7,4,4,1,0,0,0
224,0,85.98794375141141,7,24,4,1,2,0,0,0
73,0,107.1,4,6,4,2,1,0,2,0
52,0,131.37438981030536,3,21,4,3,0,0,3,0
40,0,166.7664206390887,8,23,4,3,0,0,1,0
384,0,90.0,10,21,4,0,1,1,0,0
50,1,139.34592080491902,9,17,4,4,1,0,3,0
77,0,110.95578467398084,10,2,4,1,1,0,0,0
70,0,96.42884570041758,9,4,4,3,1,0,0,0
132,0,118.80439730440786,9,3,4,1,2,2,0,0
80,0,76.18869257601943,6,26,3,2,1,0,0,0
24,0,117.0160413714957,4,20,3,1,0,0,0,0
69,0,116.1,5,9,4,2,0,3,0,0
273,0,61.65716905641725,4,15,3,3,1,0,0,0
143,1,107.91048090509767,9,27,4,3,1,0,3,0
135,1,93.42091149481135,6,22,4,4,0,0,0,0
22,0,116.1,10,3,4,2,0,3,0,0
144,0,105.38920375518892,4,21,3,2,1,0,0,0
30,1,210.7044688016224,7,18,4,3,0,0,3,0
129,0,113.56008484061259,7,6,4,2,1,1,0,0
220,1,102.85,10,2,4,3,1,0,0,0
7,0,156.0,6,15,4,2,0,0,3,0
0,0,126.0,9,8,4,0,1,0,0,0
153,0,133.76564856394353,7,16,4,5,2,1,0,0
85,0,107.46688615834957,5,5,4,2,1,0,1,0
6,1,139.97355309740234,9,4,4,4,0,3,0,0
56,0,82.26544353906684,3,4,4,3,1,1,1,0
68,0,116.1,5,9,4,2,0,3,0,0
45,0,125.82297780671793,9,2,4,1,1,0,0,0
65,0,126.60355973966921,6,19,4,1,0,0,0,0
115,0,62.54576723100111,2,27,3,3,2,0,0,0
219,0,106.30540650892901,9,3,2,1,0,0,3,0
51,0,168.3,7,27,4,1,0,0,3,0
171,0,80.68319674684943,8,19,3,4,1,0,0,0
186,0,96.28137238454534,7,28,4,2,0,0,0,0
179,0,96.3,7,23,4,1,0,0,0,0
185,2,137.7,8,8,4,1,1,0,3,0
152,0,114.85222282400603,8,5,4,0,0,0,0,0
193,0,73.29263778820497,4,21,4,2,0,3,0,0
137,1,91.62223110906112,4,20,4,4,0,0,0,0
191,0,109.82849235741264,6,23,3,2,0,0,0,0
52,1,78.54863855973747,2,26,4,1,1,3,0,0
148,0,96.07946404480745,4,3,4,3,0,1,0,0
8,0,129.0,5,14,4,2,0,3,0,0
18,0,114.09067984122683,6,25,4,0,2,2,0,0
47,0,107.84567723362336,10,3,4,3,0,2,0,0
7,0,170.57655041634166,7,7,4,3,2,0,0,0
17,0,109.0,3,18,4,1,0,0,0,0
53,0,90.63780904796896,4,3,4,1,0,0,0,0
225,1,128.7,10,24,4,1,1,0,3,0
116,1,126.01209904831545,11,4,4,4,1,2,0,0
206,1,108.17590844667464,9,4,4,1,0,0,0,0
12,0,85.0,9,1,4,4,0,0,0,0
150,0,84.85099303680015,8,29,4,2,0,3,0,0
73,0,107.1,5,6,4,2,1,1,1,0
157,0,186.78163188633226,8,23,4,2,0,0,5,0
162,1,128.54822529214877,7,29,4,2,2,0,3,0
167,0,120.66089485117678,5,21,4,2,0,0,0,0
166,0,121.5485414665713,7,6,4,3,1,0,0,0
175,1,130.05,8,2,4,4,0,0,1,0
86,0,138.6191482656869,7,2,4,1,0,0,1,0
14,0,132.58984477692718,3,4,4,6,1,0,0,0
214,0,105.51310011359406,9,25,3,2,0,0,0,0
16,0,79.74674330779816,2,17,2,2,0,0,0,0
149,1,162.8960770452536,8,23,4,1,1,0,3,0
66,0,91.9424741920687,9,5,4,1,0,1,0,0
74,0,131.55711750255213,6,1,4,2,1,0,3,0
67,0,118.8,4,22,4,1,1,0,3,0
192,1,105.68481555015707,4,30,4,1,2,0,0,0
153,1,128.62177215367285,10,28,4,2,1,0,1,0
3,0,80.32500394474444,2,24,2,0,0,0,0,0
228,0,116.59188222496712,7,4,4,3,1,0,2,0
10,0,79.0852633794933,11,17,4,3,2,3,0,0
25,1,168.85191514066986,10,5,4,4,1,0,0,0
98,0,135.2211530113078,5,18,4,1,0,0,0,0
182,0,128.5724979519813,9,19,4,4,0,0,0,0
170,1,114.75,8,10,4,3,1,0,0,0
127,1,132.3,10,11,4,3,0,0,3,0
34,0,65.0,8,15,2,1,0,0,0,0
148,0,103.5,8,13,4,0,1,3,0,0
192,1,107.48554472836017,9,4,4,3,0,0,0,0
38,0,209.3513665939241,4,29,4,1,1,0,3,0
48,0,67.39137704963073,3,5,4,1,2,2,0,0
189,1,90.80408836975246,6,6,4,4,0,0,1,0
25,0,105.64485687367953,9,7,4,1,0,1,0,0
103,0,148.04595272785014,8,8,4,3,0,0,2,0
11,0,154.35684461647833,8,5,4,1,0,0,3,0
157,0,106.89102177135766,8,1,2,2,1,1,2,0
43,0,87.65797895815012,1,13,4,3,0,0,1,0
162,0,83.2781484029515,6,28,4,1,0,3,0,0
119,0,121.61174623981613,7,14,3,1,0,0,0,0
194,0,111.92764465418031,8,26,3,4,1,0,0,0
59,0,132.1995809002797,6,4,4,1,0,0,0,0
174,0,105.41817179574926,8,2,4,3,0,0,0,0
96,0,123.85089459697562,8,26,3,1,1,0,3,0
114,0,98.71971458641625,6,3,3,1,1,0,1,0
43,0,68.64846568219052,2,7,4,4,1,0,0,0
47,0,119.37350018929685,3,25,4,3,1,0,0,0
122,1,138.303000341321,6,22,4,6,1,0,3,0
228,1,119.32901911009519,8,16,4,2,0,0,0,0
44,0,143.0087295956278,3,27,4,2,0,0,3,0
17,0,84.5425609950213,3,3,4,2,0,2,0,0
35,0,125.1,8,10,4,1,0,3,0,0
163,0,96.3,8,28,4,1,0,0,0,0
138,0,135.56629277980002,8,22,4,2,1,0,3,0
166,0,80.3457327958252,7,5,3,4,0,2,0,0
43,0,109.01145756577077,10,2,4,0,1,2,0,0
267,0,95.0,9,30,3,2,1,0,0,0
234,1,103.7,10,23,4,4,0,0,3,0
95,0,103.80387700150628,6,15,4,3,0,0,3,0
110,0,78.55223622551834,8,22,3,2,0,0,0,0
0,0,78.31919818128878,11,27,2,1,1,0,0,0
237,0,83.81917917226976,12,29,4,2,2,0,0,0
35,0,127.78390559559229,7,28,4,4,1,0,0,0
283,1,85.72715547627956,10,29,4,2,1,1,0,0
55,0,67.76787496811833,11,15,4,1,2,3,0,0
69,1,79.53720682178577,9,24,4,2,0,2,0,0
41,0,135.1133392941904,6,27,4,2,0,0,0,0
77,0,133.30446432213597,4,29,4,3,1,0,0,0
183,0,58.11230847611594,8,24,4,4,2,2,0,0
209,0,77.11385257204053,6,22,4,3,0,0,0,0
12,0,167.83560075699324,6,10,4,4,2,0,3,0
38,0,126.0,9,2,4,0,1,0,0,0
107,0,130.0,5,7,3,1,1,0,0,0
31,0,86.68289572242995,4,3,4,1,1,1,0,0
158,0,75.84656119510021,9,16,4,3,2,1,0,0
214,0,91.01843332703795,7,13,4,3,0,0,0,0
183,1,111.65864512939554,8,8,3,3,0,0,0,0
110,0,119.59548750281348,10,10,3,0,1,0,0,0
67,1,99.051125121479,9,6,4,2,0,0,0,0
36,0,133.52500377855148,6,9,4,1,0,0,3,0
83,0,123.57630589992134,10,9,4,1,0,1,0,0
17,0,116.73164549676568,8,10,3,2,2,0,0,0
75,0,86.0998351329913,4,1,4,2,0,2,0,0
75,0,184.69337486870586,6,17,4,2,1,0,3,0
96,0,80.61019666468962,10,29,3,1,1,0,0,0
48,0,107.1,5,2,4,1,0,3,0,0
58,0,85.74200578792247,3,18,4,1,0,0,0,0
11,0,112.4232611651741,4,29,4,2,1,0,3,0
209,0,90.2701204805313,7,27,4,1,1,2,0,0
49,1,124.08380878389788,9,2,4,1,1,0,2,0
108,0,130.76932866199374,5,5,4,1,1,0,0,0
153,0,120.11741523122858,7,6,4,3,1,0,3,0
115,0,60.44991278108551,2,27,3,2,2,0,0,0
172,0,180.39014416713982,9,4,4,2,0,0,5,0
183,0,110.08632866491388,8,8,3,3,0,0,0,0
163,0,146.27581925303153,8,12,4,2,1,0,1,0
237,0,134.5841696547007,10,12,4,3,1,0,3,0
31,0,69.54166518495981,2,4,2,1,0,1,0,0
22,1,188.84646325241425,8,14,4,1,1,0,3,0
6,0,90.81793093182142,3,3,4,0,0,1,0,0
165,0,138.42832141012482,7,29,4,2,0,0,3,0
46,1,124.10632342339069,3,21,4,3,1,0,2,0
174,0,129.72396659374434,7,15,4,2,0,0,3,0
272,0,61.91750170888642,4,16,3,3,0,0,0,0
20,0,118.47296595942079,9,19,3,0,0,1,0,0
64,1,149.4,9,8,4,3,0,0,3,0
208,0,106.24516205489101,8,20,3,4,1,0,0,0
169,1,110.41361090958642,8,11,3,3,2,0,3,0
299,0,91.33435549845609,10,24,4,2,1,0,1,0
217,0,166.74836003782463,8,7,4,4,1,0,5,0
30,0,126.85683804080672,3,22,4,1,0,0,0,0
38,0,145.10213143686676,7,21,4,0,1,0,0,0
55,0,106.58403714391194,5,10,4,2,1,0,0,0
30,0,110.76460970236815,6,7,4,1,0,0,0,0
162,0,115.0,10,14,3,1,2,0,0,0
47,0,198.9,5,16,4,1,0,0,5,0
76,0,140.28586088654637,5,15,4,3,0,0,3,0
50,0,81.79090134915894,3,11,3,2,2,0,2,0
96,0,119.8067774473013,5,7,4,2,1,0,0,0
147,0,97.53258518089227,7,10,4,2,1,3,0,0
162,0,76.48762927554002,8,26,4,2,0,0,0,0
324,1,67.63557936228548,11,24,4,3,0,3,0,0
122,0,116.07454519273968,6,8,4,2,0,2,0,0
151,1,120.81483552027683,8,4,4,5,1,0,0,0
17,1,102.65757941953292,2,20,4,14,5,0,2,0
275,0,108.79555200739085,4,16,4,0,2,0,0,0
63,0,92.27359743304397,4,21,4,3,0,3,0,0
2,0,14.33758862106478,8,21,4,2,1,0,0,0
87,0,188.25581931608357,5,15,4,4,1,0,5,0
225,0,103.48579521491111,6,28,4,5,2,0,3,0
28,0,99.41520861301831,4,18,2,1,0,0,0,0
168,2,106.9203429669271,8,4,4,2,0,0,0,0
21,0,95.0,4,18,4,1,0,0,0,0
122,0,85.32035511236361,5,15,4,2,0,0,0,0
48,1,124.8036742986894,3,21,4,3,1,0,1,0
219,1,102.85,10,2,4,3,1,0,0,0
110,0,73.12905772012058,7,12,3,2,0,0,0,0
104,0,106.23413769032135,8,17,4,1,1,1,0,0
116,0,124.49676262343266,7,27,4,2,0,0,0,0
123,1,138.6915331993654,8,10,4,2,0,0,0,0
3,0,89.62178183702635,3,16,4,1,1,2,0,0
20,0,91.0,2,4,4,2,0,0,0,0
122,0,98.84935623345037,5,29,4,2,1,0,0,0
209,0,145.02495003932512,7,27,3,1,0,0,4,0
106,0,95.03583349513886,8,24,4,1,1,3,0,0
58,0,130.51523049227478,5,28,4,4,1,0,3,0
47,0,121.70701968629058,4,28,4,0,1,0,0,0
260,0,91.64796805869271,5,4,4,2,0,0,0,0
6,0,108.75986533421832,4,10,4,2,0,0,1,0
15,1,79.85420968172298,8,26,4,2,0,0,0,0
26,0,139.0,7,8,4,1,0,3,0,0
247,0,90.95,10,25,4,4,0,0,0,0
